what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1343021333762
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343021344512
started,bundle,com.android.ide.eclipse.ndk,20.0.1.v201207132230-403220,"com.android.ide.eclipse.ndk",1343021345592
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343021354582
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1343021362232
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1343021367877
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343021373322
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1343021381737
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1343021386437
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1343021388532
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343021398962
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343021402022
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1343021410357
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343021439582
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343021446112
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343021447267
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1343021447282
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1343021450577
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343021459087
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343021468293
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1343021470008
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343021476458
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343021480268
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343021480608
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343021487593
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1343021487598
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343021488343
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1343021490848
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1343021494423
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343021495318
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343021499174
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343021500479
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1343021500494
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1343021504424
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343021514329
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1343021528829
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343021532314
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343021537549
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1343021537564
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343021538309
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343021543469
